,id,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bedrooms,beds,price,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,bathrooms,puntuacion_media
13926,39717091,0,1,Sol,Centro,Room in boutique hotel,Private room,1.0,1.0,64.0,364,1,5,0.06,1.0,4.0
13928,39717607,0,1,Sol,Centro,Room in boutique hotel,Private room,1.0,1.0,64.0,364,1,5,0.07,1.0,5.0
13933,39719010,0,1,Trafalgar,Chamberí,Private room in apartment,Private room,1.0,1.0,30.0,0,1,1,0.07,1.0,5.0
13934,39719731,0,1,Pacífico,Retiro,Entire apartment,Entire home/apt,2.0,2.0,70.0,0,7,2,0.41,1.0,5.0
13935,39720515,1,1,Palacio,Centro,Entire apartment,Entire home/apt,3.0,5.0,94.0,113,13,17,0.74,2.0,4.75
13936,39721540,0,1,Delicias,Arganzuela,Private room in apartment,Private room,1.0,2.0,32.0,89,14,1,0.82,1.0,4.833333333333333
13937,39722328,0,1,Palacio,Centro,Entire apartment,Entire home/apt,3.0,5.0,95.0,136,19,12,1.08,2.0,4.8125
13940,39737581,1,1,Chopera,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,81.0,12,8,45,0.45,2.0,5.0
13941,39737836,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,4.0,76.0,0,3,12,0.21,2.0,5.0
13942,39738865,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,82.0,222,10,1,0.58,1.0,4.833333333333333
13943,39739019,1,1,Palacio,Centro,Entire apartment,Entire home/apt,3.0,7.0,100.0,123,12,17,0.68,3.0,4.75
13944,39739171,1,1,Canillas,Hortaleza,Entire apartment,Entire home/apt,1.0,2.0,90.0,316,11,45,0.67,1.0,5.0
13945,39740792,0,1,Palacio,Centro,Entire apartment,Entire home/apt,3.0,6.0,100.0,92,10,12,0.61,3.0,5.0
13946,39744574,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,112.0,222,7,28,0.42,1.0,4.0
13947,39744597,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,169.0,124,12,28,0.7,1.0,5.0
13948,39744599,1,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,112.0,230,4,28,0.25,1.0,4.666666666666667
13949,39747236,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,55.0,1,11,1,0.65,1.0,4.333333333333333
13950,39748963,0,1,Lista,Salamanca,Entire apartment,Entire home/apt,1.0,1.0,60.0,0,3,3,0.17,1.0,3.0
13952,39749298,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,3.0,50.0,111,6,17,0.35,1.0,4.8
13953,39749481,1,1,Ventas,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,21.0,0,24,2,1.38,1.0,4.95
13954,39749912,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,5.0,76.0,146,8,17,0.47,2.0,5.0
13955,39750038,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,44.0,105,2,17,0.12,1.0,5.0
13956,39750340,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,4.0,62.0,58,4,12,0.24,2.0,5.0
13957,39751495,0,0,San Diego,Puente de Vallecas,Private room in apartment,Private room,1.0,0.0,17.0,0,2,1,0.12,1.0,4.0
13959,39753585,0,1,Valdezarza,Moncloa - Aravaca,Private room in apartment,Private room,1.0,1.0,28.0,2,5,1,0.28,1.5,4.8
13960,39754679,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,3.0,50.0,49,6,12,0.34,2.0,5.0
13962,39765598,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,154.0,212,18,28,1.08,1.0,4.8125
13963,39765702,0,0,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,35.0,365,1,1,0.06,1.0,4.0
13964,39766700,1,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,2.0,4.0,63.0,192,16,67,0.97,1.0,4.75
13965,39767657,0,0,Pueblo Nuevo,Ciudad Lineal,Shared room in guesthouse,Shared room,1.0,1.0,40.0,1,2,1,0.12,1.5,2.5
13966,39769403,0,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,1.0,1.0,35.0,80,17,3,0.98,1.0,4.083333333333333
13967,39771508,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,164.0,0,11,45,0.63,1.0,5.0
13968,39771607,0,0,Los Rosales,Villaverde,Private room in apartment,Private room,1.0,1.0,39.0,365,1,2,0.06,1.0,5.0
13969,39772125,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,2.0,101.0,90,9,9,0.53,1.0,3.7142857142857144
13970,39772391,1,1,Universidad,Centro,Entire apartment,Entire home/apt,3.0,4.0,91.0,0,10,2,0.58,2.0,4.6
13974,39787176,1,1,Aluche,Latina,Private room in apartment,Private room,1.0,1.0,18.0,0,1,1,0.08,1.0,4.0
13975,39789020,0,1,Canillas,Hortaleza,Private room in house,Private room,1.0,0.0,36.0,365,4,9,0.23,1.0,4.75
13976,39789426,0,1,Canillas,Hortaleza,Private room in house,Private room,1.0,0.0,39.0,90,9,9,0.52,1.0,4.285714285714286
13978,39793141,0,0,Cármenes,Latina,Private room in apartment,Private room,1.0,1.0,16.0,14,23,1,1.31,1.0,4.894736842105263
13979,39793165,0,0,Sol,Centro,Entire apartment,Entire home/apt,3.0,5.0,194.0,0,1,3,0.06,3.0,2.0
13980,39799648,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,37.0,43,7,1,0.4,1.0,4.571428571428571
13984,39806889,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,103.0,358,6,2,0.35,1.5,5.0
13985,39809087,0,1,Palacio,Centro,Private room in house,Private room,1.0,1.0,25.0,0,2,2,0.11,1.0,5.0
13987,39811080,1,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,26.0,318,2,6,0.14,1.0,5.0
13988,39811212,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,26.0,318,1,6,0.06,1.0,5.0
13991,39815062,0,0,Alameda de Osuna,Barajas,Private room in house,Private room,1.0,1.0,15.0,338,48,2,2.85,2.0,4.8604651162790695
13992,39815085,0,0,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,1.0,100.0,0,1,1,0.06,1.0,5.0
13996,39827961,1,0,Timón,Barajas,Private room in apartment,Private room,1.0,1.0,40.0,365,2,2,0.12,1.0,4.5
13998,39831307,0,1,Trafalgar,Chamberí,Private room in apartment,Private room,1.0,1.0,21.0,168,9,3,0.52,1.0,4.5
13999,39831678,0,1,Palos de Moguer,Arganzuela,Private room in apartment,Private room,1.0,1.0,45.0,0,5,2,0.32,1.0,4.666666666666667
14000,39833146,0,0,Aluche,Latina,Entire apartment,Entire home/apt,2.0,2.0,75.0,166,5,2,0.34,1.0,5.0
14001,39833583,0,0,Casco Histórico de Vicálvaro,Vicálvaro,Entire loft,Entire home/apt,2.0,2.0,60.0,0,8,1,0.46,2.5,4.5
14002,39833809,0,1,Palos de Moguer,Arganzuela,Private room in apartment,Private room,1.0,2.0,58.0,90,8,2,0.49,1.0,3.7142857142857144
14004,39838022,1,0,Almendrales,Usera,Private room in apartment,Private room,1.0,1.0,22.0,365,8,2,0.47,1.0,5.0
14005,39839401,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,29.0,197,1,4,0.06,1.0,5.0
14006,39842252,0,0,Gaztambide,Chamberí,Private room in apartment,Private room,1.0,1.0,22.0,88,6,1,0.35,1.0,4.666666666666667
14008,39850650,0,1,Simancas,San Blas - Canillejas,Entire apartment,Entire home/apt,1.0,1.0,36.0,151,22,1,1.29,1.0,4.315789473684211
14009,39853280,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,54.0,116,14,2,0.81,1.0,4.7
14010,39853496,0,1,Pacífico,Retiro,Entire apartment,Entire home/apt,3.0,4.0,79.0,74,5,3,0.31,1.5,4.75
14011,39853548,0,0,Pilar,Fuencarral - El Pardo,Private room in apartment,Private room,1.0,1.0,14.0,90,2,1,0.11,1.0,1.0
14014,39855779,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,96.0,365,1,3,0.06,1.0,5.0
14015,39858092,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,66.0,168,28,1,1.65,1.0,4.636363636363637
14017,39864522,0,0,Arapiles,Chamberí,Private room in apartment,Private room,1.0,0.0,150.0,90,1,1,0.06,1.0,5.0
14018,39865768,0,0,Gaztambide,Chamberí,Shared room in loft,Shared room,1.0,1.0,30.0,0,1,1,0.06,1.0,5.0
14020,39878443,1,0,Fuente del Berro,Salamanca,Entire apartment,Entire home/apt,2.0,3.0,99.0,319,6,1,0.37,1.5,4.833333333333333
14021,39879523,1,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,2.0,94.0,196,4,10,0.23,2.0,5.0
14022,39880015,0,1,Cortes,Centro,Private room in hostel,Private room,1.0,1.0,59.0,0,1,5,0.15,1.0,4.0
14023,39881302,0,1,Cortes,Centro,Private room in hostel,Private room,1.0,1.0,72.0,0,1,5,0.06,1.0,4.0
14025,39881393,0,0,Numancia,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,40.0,179,2,1,0.12,1.0,4.5
14026,39881742,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,2.0,49.0,315,22,15,1.3,1.0,4.571428571428571
14027,39881941,0,1,Costillares,Ciudad Lineal,Entire apartment,Entire home/apt,2.0,4.0,72.0,216,15,15,0.89,1.0,4.6923076923076925
14028,39881952,0,1,Costillares,Ciudad Lineal,Entire apartment,Entire home/apt,1.0,2.0,51.0,305,19,15,1.13,1.0,4.1875
14030,39882241,0,0,Palacio,Centro,Private room in apartment,Private room,1.0,2.0,29.0,348,1,4,0.06,1.0,5.0
14035,39883319,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,48.0,274,23,3,1.32,1.0,4.823529411764706
14036,39884337,0,1,Guindalera,Salamanca,Entire apartment,Entire home/apt,2.0,2.0,45.0,0,22,1,1.27,1.5,4.473684210526316
14037,39887396,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,52.0,274,22,3,1.26,1.0,4.666666666666667
14038,39888122,0,1,Castillejos,Tetuán,Entire apartment,Entire home/apt,2.0,2.0,132.0,0,7,16,0.42,1.0,4.666666666666667
14039,39893761,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,68.0,0,6,1,0.35,1.0,5.0
14041,39895387,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,60.0,179,4,1,0.25,1.5,4.5
14043,39895614,0,0,Valdeacederas,Tetuán,Entire apartment,Entire home/apt,1.0,2.0,44.0,0,1,1,0.06,1.5,3.0
14044,39896289,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,116.0,0,7,45,0.42,1.0,5.0
14045,39896941,0,1,Castellana,Salamanca,Private room in condominium,Private room,1.0,0.0,35.0,0,1,1,0.06,1.0,5.0
14046,39897890,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,40.0,17,3,2,0.22,1.0,5.0
14048,39900976,0,1,El Viso,Chamartín,Entire apartment,Entire home/apt,2.0,4.0,200.0,26,1,1,0.06,2.5,1.0
14051,39906964,0,1,Delicias,Arganzuela,Private room in apartment,Private room,1.0,1.0,41.0,0,3,1,0.18,1.0,3.0
14055,39909222,1,0,Almendrales,Usera,Private room in apartment,Private room,1.0,1.0,22.0,365,1,2,0.07,1.0,5.0
14056,39909391,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,43.0,89,1,1,0.06,1.0,1.0
14059,39912403,0,1,Universidad,Centro,Private room in serviced apartment,Private room,1.0,3.0,40.0,362,29,8,1.67,2.0,4.36
14060,39912805,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,30.0,365,33,8,1.89,2.0,4.384615384615385
14061,39912825,0,1,Universidad,Centro,Private room in serviced apartment,Private room,1.0,2.0,40.0,362,37,8,2.11,2.0,4.4375
14062,39913478,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,4.0,111.0,319,16,25,0.98,1.0,4.5
14063,39913667,0,1,Timón,Barajas,Private room in apartment,Private room,1.0,1.0,31.0,0,7,1,0.4,1.5,4.2
14065,39916688,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,25.0,48,4,3,0.23,1.5,4.25
14067,39921330,0,0,Sol,Centro,Private room in apartment,Private room,1.0,2.0,51.0,0,1,1,0.06,2.0,5.0
14068,39921401,0,1,Quintana,Ciudad Lineal,Entire apartment,Entire home/apt,2.0,4.0,50.0,258,6,3,0.68,1.0,4.6
14069,39922052,0,1,Universidad,Centro,Private room in serviced apartment,Private room,1.0,1.0,35.0,179,28,8,1.61,2.0,4.583333333333333
14070,39922312,0,1,Universidad,Centro,Private room in serviced apartment,Private room,1.0,1.0,30.0,365,31,8,1.77,2.0,4.869565217391305
14071,39923218,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,30.0,364,35,8,2.01,2.0,4.241379310344827
14072,39923973,0,1,Universidad,Centro,Private room in serviced apartment,Private room,1.0,1.0,30.0,365,34,8,1.94,2.0,4.5
14073,39930270,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,109.0,0,1,2,0.06,1.0,5.0
14075,39931143,0,1,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,3.0,107.0,0,1,2,0.06,2.0,1.0
14076,39931537,0,0,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,128.0,211,1,7,0.06,1.0,5.0
14078,39931581,0,0,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,126.0,198,1,7,0.07,1.0,5.0
14082,39931665,0,0,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,85.0,190,1,7,0.07,1.0,5.0
14084,39936129,1,1,Pradolongo,Usera,Private room in apartment,Private room,1.0,0.0,23.0,349,7,11,0.41,1.0,4.285714285714286
14085,39937428,0,1,Arapiles,Chamberí,Entire apartment,Entire home/apt,2.0,2.0,55.0,0,19,21,1.19,1.0,4.5
14086,39938846,0,1,Almagro,Chamberí,Entire apartment,Entire home/apt,2.0,4.0,143.0,329,10,13,0.59,2.0,4.555555555555555
14087,39939031,0,0,Mirasierra,Fuencarral - El Pardo,Entire apartment,Entire home/apt,1.0,2.0,78.0,157,12,1,0.72,1.5,4.909090909090909
14089,39939903,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,30.0,0,38,8,2.19,2.0,4.516129032258065
14090,39939908,1,0,Canillas,Hortaleza,Entire apartment,Entire home/apt,1.0,3.0,96.0,181,6,1,0.35,1.0,4.25
14092,39940471,0,1,Valdezarza,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,49.0,327,12,15,0.71,1.0,4.818181818181818
14093,39940614,1,1,Rios Rosas,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,106.0,0,12,45,0.69,1.5,4.375
14094,39941146,0,1,Adelfas,Retiro,Entire apartment,Entire home/apt,2.0,2.0,38.0,330,39,38,2.27,2.0,4.346153846153846
14095,39947070,1,0,Pacífico,Retiro,Entire apartment,Entire home/apt,2.0,2.0,50.0,58,16,1,0.92,1.0,4.769230769230769
14096,39948469,0,1,Almendrales,Usera,Private room in condominium,Private room,1.0,1.0,16.0,0,15,9,0.87,2.0,4.769230769230769
14097,39948986,0,1,Moscardó,Usera,Private room in condominium,Private room,1.0,1.0,21.0,81,16,9,0.93,2.0,4.153846153846154
14098,39949237,0,1,Moscardó,Usera,Private room in condominium,Private room,1.0,1.0,26.0,43,15,9,0.86,2.0,4.615384615384615
14099,39949666,0,1,Palomeras Sureste,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,23.0,364,2,1,0.12,1.5,5.0
14100,39950106,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,3.0,41.0,0,10,4,0.58,1.0,4.166666666666667
14101,39954156,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,89.0,225,25,5,1.46,1.0,4.5
14102,39955575,0,1,Castellana,Salamanca,Entire apartment,Entire home/apt,1.0,2.0,117.0,179,2,1,0.13,1.0,4.0
14104,39960015,0,0,Adelfas,Retiro,Private room in apartment,Private room,1.0,1.0,55.0,363,1,1,0.06,1.0,5.0
14105,39960525,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,3.0,60.0,315,31,1,1.86,1.0,4.769230769230769
14107,39962039,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,5.0,65.0,136,3,3,0.18,2.0,5.0
14108,39962394,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,5.0,111.0,128,5,3,3.26,2.0,4.666666666666667
14110,39966002,0,1,Legazpi,Arganzuela,Private room in apartment,Private room,1.0,1.0,20.0,363,1,1,0.06,1.0,4.0
14112,39967851,0,1,Universidad,Centro,Entire apartment,Entire home/apt,3.0,5.0,200.0,114,12,59,0.76,3.0,4.777777777777778
14113,39968184,0,1,Quintana,Ciudad Lineal,Private room in apartment,Private room,1.0,0.0,21.0,89,1,2,0.06,1.0,4.0
14114,39970225,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,4.0,50.0,137,5,5,0.3,2.0,5.0
14116,39980061,0,0,Arapiles,Chamberí,Entire serviced apartment,Entire home/apt,1.0,1.0,65.0,365,5,2,0.31,1.0,4.0
14117,39981319,1,0,Numancia,Puente de Vallecas,Entire apartment,Entire home/apt,3.0,5.0,64.0,84,12,1,0.72,2.0,4.8
14118,39981812,1,1,Prosperidad,Chamartín,Private room in apartment,Private room,1.0,1.0,48.0,0,3,3,0.18,1.0,5.0
14120,39984157,0,0,Aluche,Latina,Private room in condominium,Private room,1.0,1.0,60.0,0,1,1,0.06,Nan,5.0
14125,39995735,0,0,Puerta del Angel,Latina,Entire apartment,Entire home/apt,2.0,2.0,60.0,0,2,1,0.12,1.0,3.0
14126,39999171,0,1,Legazpi,Arganzuela,Private room in apartment,Private room,1.0,1.0,44.0,0,3,1,0.18,1.0,5.0
14128,40003700,0,0,Ventas,Ciudad Lineal,Entire house,Entire home/apt,1.0,2.0,100.0,0,1,1,0.06,1.0,5.0
14129,40004426,0,0,Valdeacederas,Tetuán,Private room in apartment,Private room,1.0,1.0,34.0,180,2,1,0.12,1.0,4.0
14130,40006167,1,1,Zofío,Usera,Private room in apartment,Private room,1.0,2.0,26.0,365,8,1,0.47,1.0,4.857142857142857
14131,40007326,0,1,Canillejas,San Blas - Canillejas,Private room in apartment,Private room,1.0,1.0,23.0,271,8,2,0.47,1.0,4.75
14133,40007495,0,0,San Diego,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,26.0,364,1,1,0.06,1.0,4.0
14134,40009953,0,0,Aguilas,Latina,Entire apartment,Entire home/apt,2.0,2.0,71.0,365,1,1,0.06,1.0,1.0
14135,40011784,0,1,Sol,Centro,Private room in apartment,Private room,1.0,2.0,28.0,87,5,29,0.36,1.0,4.5
14136,40016500,0,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,3.0,89.0,0,3,1,0.18,1.0,5.0
14137,40020359,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,79.0,0,19,2,1.12,1.0,4.8
14138,40020380,0,1,Niño Jesús,Retiro,Entire apartment,Entire home/apt,1.0,2.0,80.0,323,4,17,0.27,1.0,4.333333333333333
14139,40020665,1,1,Piovera,Hortaleza,Entire condominium,Entire home/apt,3.0,5.0,90.0,268,6,7,0.41,2.0,5.0
14140,40023129,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,160.0,66,1,113,0.13,2.0,1.0
14141,40023621,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,2.0,185.0,346,2,9,0.12,1.0,3.5
14143,40023955,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,3.0,175.0,221,5,113,0.3,2.0,5.0
14145,40024546,0,1,Justicia,Centro,Entire apartment,Entire home/apt,3.0,4.0,125.0,0,24,59,1.42,2.0,4.909090909090909
14146,40025038,0,1,Almagro,Chamberí,Entire apartment,Entire home/apt,2.0,2.0,217.0,125,5,113,0.32,2.0,5.0
14147,40025126,0,1,Lista,Salamanca,Entire apartment,Entire home/apt,2.0,3.0,166.0,277,1,113,0.7,2.0,5.0
14148,40025162,0,1,Lista,Salamanca,Entire apartment,Entire home/apt,3.0,4.0,171.0,276,1,113,0.15,2.0,5.0
14149,40025365,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,2.0,77.0,184,15,59,0.87,1.0,4.555555555555555
14150,40025717,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,91.0,87,16,1,0.94,1.5,4.454545454545454
14151,40026235,0,1,Berruguete,Tetuán,Private room in serviced apartment,Private room,1.0,1.0,67.0,359,10,5,0.59,1.5,4.7
14156,40040762,1,1,Delicias,Arganzuela,Entire house,Entire home/apt,1.0,3.0,100.0,105,3,2,0.21,1.0,5.0
14158,40047338,0,1,Ventas,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,18.0,78,7,1,0.4,1.0,4.333333333333333
14159,40049572,0,0,Acacias,Arganzuela,Tiny house,Entire home/apt,1.0,1.0,38.0,0,2,1,0.12,1.0,4.0
14160,40053953,0,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,3.0,129.0,363,14,13,0.82,1.0,4.636363636363637
14161,40055460,0,0,Vista Alegre,Carabanchel,Private room in apartment,Private room,1.0,1.0,25.0,0,20,1,1.16,1.0,4.333333333333333
14163,40058880,0,1,Sol,Centro,Private room in condominium,Private room,1.0,1.0,55.0,90,9,5,0.53,2.0,5.0
14164,40059693,0,1,Universidad,Centro,Private room in condominium,Private room,1.0,2.0,56.0,90,9,5,0.53,2.0,3.6666666666666665
14165,40060521,0,1,Quintana,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,30.0,91,6,1,0.36,1.0,4.8
14166,40061239,0,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,4.0,132.0,105,7,1,0.45,2.0,5.0
14168,40066126,1,1,Embajadores,Centro,Entire condominium,Entire home/apt,1.0,2.0,177.0,353,4,62,2.14,1.0,4.666666666666667
14171,40076140,0,1,Universidad,Centro,Private room in condominium,Private room,1.0,0.0,56.0,90,6,5,0.36,2.0,4.0
14172,40076776,0,1,Palacio,Centro,Private room in condominium,Private room,1.0,4.0,56.0,0,5,5,0.29,2.0,2.0
14173,40078319,0,0,Berruguete,Tetuán,Entire apartment,Entire home/apt,2.0,2.0,98.0,365,1,1,0.07,1.0,4.0
14174,40078769,0,0,Castellana,Salamanca,Entire apartment,Entire home/apt,2.0,2.0,79.0,22,1,1,0.06,1.0,5.0
14175,40079044,0,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,55.0,44,2,3,0.13,1.0,1.0
14178,40081707,0,1,Moscardó,Usera,Private room in apartment,Private room,1.0,1.0,25.0,0,2,1,0.12,1.0,3.0
14180,40083323,1,1,Casco Histórico de Vicálvaro,Vicálvaro,Private room in apartment,Private room,1.0,1.0,45.0,89,1,2,0.06,1.0,5.0
14181,40084819,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,83.0,179,10,1,0.61,1.0,4.5
14182,40085524,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,3.0,116.0,105,1,1,0.07,2.0,4.0
14183,40085553,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,2.0,114.0,0,15,3,0.91,2.0,4.363636363636363
14184,40086995,0,0,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,36.0,89,5,1,0.3,2.0,5.0
14185,40090374,0,1,Prosperidad,Chamartín,Private room in house,Private room,1.0,2.0,30.0,349,1,1,0.06,1.5,4.0
14186,40091172,0,1,Ciudad Jardín,Chamartín,Private room in apartment,Private room,1.0,1.0,42.0,365,10,2,0.6,1.0,4.222222222222222
14187,40092178,0,1,Delicias,Arganzuela,Private room in loft,Private room,1.0,1.0,56.0,0,2,1,0.12,1.0,5.0
14190,40100023,0,1,Embajadores,Centro,Private room in hostel,Private room,1.0,1.0,69.0,0,2,3,0.12,1.0,4.0
14193,40100287,0,1,Pueblo Nuevo,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,25.0,90,2,1,0.12,1.5,5.0
14194,40100695,0,1,Adelfas,Retiro,Entire condominium,Entire home/apt,1.0,1.0,64.0,41,7,3,0.41,1.0,4.666666666666667
14195,40100919,0,1,Adelfas,Retiro,Private room in casa particular,Private room,1.0,1.0,50.0,0,1,1,0.06,1.0,5.0
14197,40102892,0,0,Pinar del Rey,Hortaleza,Private room in house,Private room,1.0,0.0,26.0,1,1,2,0.07,1.0,5.0
14198,40102957,0,1,Puerta del Angel,Latina,Entire apartment,Entire home/apt,1.0,1.0,58.0,103,5,10,0.33,1.0,4.6
14199,40103765,0,0,Moscardó,Usera,Private room in condominium,Private room,3.0,2.0,29.0,82,22,3,1.3,1.5,5.0
14200,40104047,0,1,Canillas,Hortaleza,Entire apartment,Entire home/apt,1.0,2.0,69.0,143,3,7,0.21,1.0,4.5
14201,40106193,0,0,Casco Histórico de Vallecas,Villa de Vallecas,Private room in apartment,Private room,1.0,1.0,26.0,365,9,3,0.53,1.0,4.428571428571429
14202,40107333,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,56.0,0,6,1,0.36,1.0,4.2
14203,40109313,1,1,Guindalera,Salamanca,Entire apartment,Entire home/apt,1.0,2.0,32.0,0,35,1,2.04,1.0,4.833333333333333
14204,40109583,0,1,Valdefuentes,Hortaleza,Entire apartment,Entire home/apt,2.0,3.0,99.0,95,6,2,0.38,1.0,3.6
14205,40109665,0,1,Puerta del Angel,Latina,Entire apartment,Entire home/apt,1.0,1.0,44.0,254,4,10,0.25,1.0,5.0
14206,40110580,0,1,Canillas,Hortaleza,Private room in house,Private room,1.0,0.0,39.0,89,1,9,0.06,1.0,5.0
14207,40110681,0,1,Sol,Centro,Entire apartment,Entire home/apt,3.0,3.0,140.0,253,11,1,0.66,3.0,3.6
14210,40111292,0,1,Pradolongo,Usera,Private room in condominium,Private room,1.0,1.0,25.0,179,3,1,0.18,1.0,4.666666666666667
14211,40112900,0,1,Pradolongo,Usera,Shared room in apartment,Shared room,1.0,2.0,38.0,89,2,3,0.12,1.0,5.0
